_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
62512,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,28,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,NEXT TO GARBAGE BIN,REPLACED,2012,HOT WATER,NO,YES,NO,NO,YES,6=11,GROUND FLOOR,YES,0,0,0,4,NO,YES,Surface Parking,M1L,NA,YES,"NA",PRIVATE,NEXT TO GARBAGE BIN,4152634,NO,YES,NO,5  RANNOCK ST ,YES,YES,1959,NA,FREE,21,DOUBLE PANE,1959,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62513,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,43,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE - PARKING LOT AREA ,REPLACED,2005,HOT WATER,NO,YES,NO,NO,YES,9 A.M - 9 P.M,GROUND FLOOR ,YES,0,0,0,4,YES,YES,Surface Parking,M1R,SMALL BREED ,YES,NA,PRIVATE,OUTSIDE - PARKING LOT AREA ,4152645,NO,YES,NO,1739  VICTORIA PARK AVE ,NO,NA,NA,NA,FREE,21,DOUBLE PANE,1958,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62514,NONE,Outdoor pool,YES,YES,YES,YES,YES,0 indoor parking spots and 5 outdoor parking spots,7,100,"MAR 1, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE SIDE OF THE BUILDING ,REPLACED,2003,HOT WATER,NO,YES,NO,YES,YES,7:00AM TO 10:00PM,MAIN FLOOR,YES,0,1,2,10,NO,YES,Surface Parking,M1R,NA,YES,CAPREIT,PRIVATE,GARBAGE STORAGE AREA,4152649,NO,YES,NO,1759  VICTORIA PARK AVE ,YES,YES,1963,YES,PAID,21,DOUBLE PANE,1963,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62515,NONE,Child play area,YES,YES,YES,YES,YES,Not Available,27,258,"AUG 17, 2017",ON SITE DAY CARE,NA,NA,NA,ORIGINAL,NO,YES,Green Bin / Organics,YES,YES,OUTDOORS,REPLACED,2017,HOT WATER,NO,YES,NO,YES,YES,8AM TO 10PM,LEVEL P1,NO,258,1,3,25,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9M,NA,YES,MEDALLION CORPORATION,PRIVATE,OUTDOORS,4154246,NO,YES,NO,2405  FINCH AVE W,YES,YES,2016,YES,FREE,07,DOUBLE PANE,1972,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62516,NONE,Child play area,YES,YES,YES,YES,YES,Not Available,27,263,"AUG 15, 2017",ON SITE DAY CARE,NA,NA,INTERIOR,REPLACED,NO,YES,Green Bin / Organics,YES,YES,OUTDOORS,REPLACED,1972,HOT WATER,NO,YES,NO,YES,YES,8AM TO 10AM,LEVEL P1,NO,260,3,3,25,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9M,NA,YES,MEDALLION CORPORATION,PRIVATE,OUTDOORS,4154248,NO,YES,NO,3400  WESTON RD ,YES,YES,2016,YES,FREE,07,DOUBLE PANE,1972,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
62517,NONE,NA,YES,YES,YES,NO,NO,0 indoor parking spots and 14 outdoor parking spots,7,114,"APR 9, 2013",NA,NA,NA,ALL PARTS,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2004,HOT WATER,NO,YES,NO,NO,YES,ALL HOURS,1ST FLOOR,YES,0,2,2,10,NO,YES,Surface Parking,M9M,MUST BE LICENSED,YES,GOLD SEAL MANAGEMENT INC.,PRIVATE,GARBAGE AREA,4154250,NO,YES,NO,137  LINDYLOU RD ,YES,YES,2017,YES,FREE,07,DOUBLE PANE,1962,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
62518,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,11,323,"JUL 20, 2016",NA,NA,NA,FULL REPLACEMENT - MCE,REPLACED,YES,NO,Unknown,YES,YES,NA,ORIGINAL,1969,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,4,4,2,16,YES,YES,Surface Parking,M3N,NA,YES,NA,TCHC,NA,4154264,NO,NO,NO,35  SHOREHAM DR ,YES,YES,1969,YES,BOTH,07,DOUBLE PANE,1969,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
62519,NONE,NA,YES,YES,YES,YES,NO,Not Available,13,167,"JAN 20, 2016",NA,NA,NA,NA,ORIGINAL,NA,NO,Recycling bins,YES,YES,NA,ORIGINAL,1969,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,0,2,18,NO,YES,"Underground Garage , Surface Parking",M3N,NO,YES,E. MANSON INVESTMENTS LIMITED,PRIVATE,AT REAR OUTSIDE,4154265,NO,YES,NO,310  NISKA RD ,YES,YES,1969,NO,FREE,07,SINGLE PANE,1969,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62520,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,40,"JAN 15, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,NO,OUTDOOR GARBAGE ENCLOSURE,REPLACED,2002,HOT WATER,NO,YES,NO,YES,YES,6AM-12AM,GROUND FLOOR,YES,0,43,1,6,YES,YES,"Ground Level Garage , Surface Parking",M3C,NA,YES,NA,PRIVATE,OUTDOOR GARBAGE ENCLOSURE,4154786,NO,YES,NO,14  THE DONWAY  E,YES,YES,1990,YES,FREE,16,DOUBLE PANE,1960,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
62521,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,35,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,REPLACED,2009,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,EACH FLOOR,NO,0,0,0,12,NO,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,NA,PRIVATE,BACK OF BUILDING,4155272,NO,YES,NO,34  RIVERWOOD PKWY ,NO,NA,NA,NA,FREE,03,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62522,NONE,NA,YES,YES,YES,YES,NO,Not Available,3,52,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,BESIDE GARBAGE BIN,REPLACED,2010,HOT WATER,NO,YES,NO,NO,YES,8AM - 9PM,2ND FLOOR,YES,0,46,0,6,YES,YES,"Ground Level Garage , Surface Parking",M8Y,NA,NO,NA,PRIVATE,BESIDE GARBAGE BIN,4155276,NO,YES,NO,10  RIVERWOOD PKWY ,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1957,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA
62523,NONE,NA,YES,YES,YES,YES,YES,Not Available,5,48,"MAR 20, 2017",NA,NA,NA,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,NO,EAST OF BUILDING,REPLACED,2015,FORCED AIR GAS,NO,YES,NO,YES,YES,8AM - 10PM,BASEMENT,YES,1,39,1,6,YES,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,NA,PRIVATE,EAST OF BUILDING,4155277,NO,YES,NO,323  PARK LAWN RD ,NO,NA,NA,YES,FREE,03,DOUBLE PANE,1955,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
62524,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,50,"JUL 22, 2016",NA,NA,NA,CAR,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2009,HOT WATER,NO,YES,NO,NO,YES,7 AM TO 10 PM,BASEMENT,YES,0,0,1,6,NO,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,GOLFOUR PROPERTY SERVICES INC.,PRIVATE,INSIDE SCREENED AREA,4155290,NO,YES,NO,33  RIVERWOOD PKWY ,NO,NA,NA,YES,UNAVAILABLE,03,SINGLE PANE,1958,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
62525,NA,NA,NA,NA,NA,NA,NA, indoor parking spots and  outdoor parking spots,3,13,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M8W,NA,NA,NA,PRIVATE,NA,4155874,NA,NA,NA,5  BIRCHLEA AVE ,NA,NA,NA,NA,NA,03,DOUBLE PANE,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62526,NONE,NA,YES,YES,YES,YES,YES,Not Available,5,87,"NOV 30, 2016",NA,NA,NA,MODERNIZATION,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2012,HOT WATER,NO,YES,NO,NO,YES,7AM-10PM,MAIN FLOOR,YES,0,1,2,10,NO,YES,Surface Parking,M1K,NA,YES,HAZELVIEW PROEPRTIES,PRIVATE,PARKING LOT,4155890,NO,YES,NO,740  MIDLAND AVE ,YES,YES,1997,YES,FREE,20,DOUBLE PANE,1959,2013,2017,NA,NA,NA,NA,NA,NA,NA,NA
62527,NONE,NA,YES,NO,YES,YES,NO,Not Available,6,59,"SEP 29, 2016",NA,NA,NA,EVERYTHING BUT THE CAB,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2012,HOT WATER,NO,YES,NO,NO,YES,24,BASEMENT,YES,0,0,1,8,YES,YES,"Underground Garage , Garage accessible thru buildg",M6E,NA,YES,NA,PRIVATE,GARBAGE SCREENED AREA,4155907,NO,YES,NO,99  MARLEE AVE ,YES,YES,1960,YES,UNAVAILABLE,08,DOUBLE PANE,1960,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
62528,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,69,"JUL 1, 2015",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,NORTH PART OF PARKING LOT,REPLACED,2011,HOT WATER,YES,YES,NO,YES,YES,24 HOURS,MAIN FLOOR,YES,3,0,1,8,NO,YES,"Ground Level Garage , Surface Parking",M1R,NA,YES,PARKWOODS MANAGEMENT,PRIVATE,NORTH PART OF PARKING LOT,4152664,NO,NO,NO,2275  VICTORIA PARK AVE ,NO,NA,NA,YES,FREE,21,DOUBLE PANE,1962,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
62529,NONE,NA,YES,NO,NO,YES,NO,Not Available,3,19,"AUG 31, 2017",NA,NA,NA,NA,REPLACED,NA,NO,Green Bin / Organics,YES,NO,CURB SIDE,REPLACED,2017,HOT WATER,NO,YES,NO,NO,YES,8:00AM-9:30PM,GROUND LEVEL,YES,0,0,1,4,YES,YES,"Ground Level Garage , Surface Parking",M6M,NA,NO,NA,PRIVATE,CURB SIDE,4154297,NO,YES,NO,70  GULLIVER RD ,NO,NA,NA,NO,FREE,05,DOUBLE PANE,1960,2004,2017,NA,NA,NA,NA,NA,NA,NA,NA
62530,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,40,"SEP 1, 2017",NA,NA,NA,"PHOTOSENSOR, CABLES",REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2004,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,BASEMENT,YES,0,0,1,6,NO,YES,"Ground Level Garage , Surface Parking",M3C,NA,YES,COMPTEN MANAGEMENT INC,PRIVATE,NA,4154789,NO,YES,NO,4  THE DONWAY  E,YES,YES,1950,YES,FREE,16,DOUBLE PANE,1950,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
62531,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,40,"SEP 1, 2017",NA,NA,NA,"PHOTOSENSOR, CABLES",REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,BASEMENT,YES,0,0,1,6,YES,YES,"Ground Level Garage , Surface Parking",M3C,NA,YES,COMPTEN MANAGEMENT INC,PRIVATE,NA,4154790,NO,YES,NO,2  THE DONWAY  E,YES,YES,1950,YES,FREE,16,DOUBLE PANE,1950,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
62532,NONE,NA,YES,YES,YES,YES,YES,0 indoor parking spots and 7 outdoor parking spots,4,48,"DEC 3, 2018",NA,NA,NA,NA,ORIGINAL,NO,NO,Green Bin / Organics,YES,NO,NA,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,0,1,12,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M3C,NA,YES,AKELIUS CANADA LTD,PRIVATE,NA,4154794,NO,YES,NO,4  OVERLAND DR ,YES,YES,1962,YES,FREE,16,DOUBLE PANE,1961,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA
62533,NONE,NA,YES,YES,YES,YES,NO,Not Available,24,286,"OCT 2, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,NA,REPLACED,2017,HOT WATER,YES,YES,NO,YES,YES,24 HRS,BASEMENT,YES,0,0,4,20,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3A,NA,YES,NA,PRIVATE,NA,4154805,NO,NO,NO,100  GRAYDON HALL DR ,YES,YES,1970,YES,FREE,16,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62534,INDIVIDUAL UNITS,NA,YES,NO,YES,YES,NO,Not Available,5,45,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,INSAIDE THE GARAGE,REPLACED,2007,HOT WATER,YES,YES,NO,NO,YES,24 HOURS,RIGHT BESIDE THE GARAGE,YES,0,0,0,4,NO,NO,"Underground Garage , Garage accessible thru buildg",M8X,NONE,YES,NA,PRIVATE,INSIDE THE GARAGE,4155294,NO,YES,NO,2655  BLOOR ST W,YES,YES,1995,NA,UNAVAILABLE,03,DOUBLE PANE,1940,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62535,NONE,NA,YES,YES,YES,YES,NO,Not Available,13,202,"AUG 15, 2016",NA,NA,NA,ALL,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,REPLACED,2008,HOT WATER,NO,YES,NO,YES,YES,ALL DAY LONG,FIRST FLOOR,YES,0,2,3,18,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M9A,NA,NO,RANEE MANAGEMENT,PRIVATE,BACK OF THE BUILDING,4155301,NO,YES,NO,1276  ISLINGTON AVE ,YES,YES,2005,YES,FREE,03,DOUBLE PANE,1957,2008,2017,NA,NA,NA,NA,NA,NA,NA,NA
62536,NONE,NA,YES,YES,YES,YES,NO,0 indoor parking spots and 10 outdoor parking spots,4,71,NA,NA,NA,NA,NA,NA,YES,YES,Recycling bins,YES,NO,NA,REPLACED,2016,HOT WATER,NO,YES,NO,YES,YES,24/7,MAIN FLOOR,YES,0,0,0,8,NO,NO,"Ground Level Garage , Surface Parking",M4K,NA,YES,GREENWIN CORP. ,PRIVATE,REAR OF PROPERTY,4155881,NO,YES,NO,65 A  HILLSIDE DR ,YES,YES,1954,NA,UNAVAILABLE,14,DOUBLE PANE,1954,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62537,NONE,Outdoor pool,YES,YES,YES,YES,YES,20 indoor parking spots and 15 outdoor parking spots,16,218,"MAR 16, 2016",NA,NA,NA,FULL MODERIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,INSIDE,REPLACED,2015,HOT WATER,YES,YES,YES,YES,YES,6AM-10PM,BASEMENT,YES,0,3,3,26,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6P,N/A,YES,VERTICA RESIDENT SERVICES,PRIVATE,INSIDE,4155905,NO,YES,NO,95  HIGH PARK AVE ,YES,YES,1969,YES,PAID,04,DOUBLE PANE,1969,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
62538,NONE,NA,YES,YES,YES,YES,NO,Not Available,6,65,"MAR 6, 2014",NA,NA,NA,NA,REPLACED,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR STORAGE  -SCREENED,REPLACED,2004,HOT WATER,NO,YES,NO,NO,YES,8AM-9PM,GROUND FLOOR,NO,0,2,1,6,NO,YES,Surface Parking,M1K,NA,YES,RYDEL MANAGEMENT INC.,PRIVATE,OUTDOOR STORAGE - SCREENED,4152676,NO,YES,NO,829  BIRCHMOUNT RD ,NO,NA,NA,YES,FREE,20,DOUBLE PANE,1961,2011,2017,NA,NA,NA,NA,NA,NA,NA,NA
62539,NONE,NA,YES,NO,YES,YES,NO,Not Available,6,42,"OCT 16, 2017",NA,NA,NA,COMPLETE REFURBISH OF ELEVATPR,REPLACED,NA,NO,Green Bin / Organics,YES,NO,PARKING LOT AREA,REPLACED,1992,HOT WATER,NO,YES,NO,NO,YES,7:00AM-10:00P.M.,1ST FLOOR,YES,0,0,1,3,YES,YES,"Ground Level Garage , Surface Parking",M6M,NA,NO,NA,PRIVATE,PARKING LOT AREA,4154281,NO,YES,NO,17  GULLIVER RD ,YES,YES,1960,YES,FREE,05,DOUBLE PANE,1960,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
62540,NONE,NA,YES,YES,YES,YES,NO,Not Available,5,43,"JAN 31, 2018",NA,NA,NA,COMPLETE MODERNIZATION,REPLACED,NA,NO,Green Bin / Organics,YES,YES,SIDE OF BUILDING,ORIGINAL,1965,HOT WATER,NO,YES,NO,NO,YES,24/7,1ST FLOOR,YES,0,0,1,4,YES,YES,"Ground Level Garage , Surface Parking",M6M,NA,YES,NA,PRIVATE,SIDE OF BUILDING,4154285,NO,YES,NO,45  GULLIVER RD ,YES,YES,2000,NO,FREE,05,DOUBLE PANE,1965,2018,2017,NA,NA,NA,NA,NA,NA,NA,NA
65739,NONE,Outdoor pool,YES,YES,YES,YES,NO,0 indoor parking spots and 10 outdoor parking spots,7,82,"SEP 6, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,1961,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,GROUND FLOOR,YES,0,0,2,10,NO,YES,"Ground Level Garage , Carport , Surface Parking",M1P,NA,YES,NORTHVIEW APARTMENT REIT,PRIVATE,OUTDOOR,4152731,NO,NO,NO,4  TREEWOOD ST ,YES,YES,1961,NO,FREE,21,DOUBLE PANE,1961,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62541,NONE,NA,YES,YES,YES,YES,NO,35 indoor parking spots and 0 outdoor parking spots,6,53,"JUN 26, 2020",NA,NA,NA,NA,ORIGINAL,YES,NO,Recycling bins,YES,NO,NA,REPLACED,1997,HOT WATER,NO,YES,NO,YES,YES,24/7,5TH FLOOR AND 3RD FLOOR,YES,0,1,1,8,YES,YES,"Ground Level Garage , Surface Parking",M6M,NA,NO,CANAL PROPERTY MANAGEMENT,PRIVATE,WEST SIDE OF BUILDING,4154294,NO,YES,NO,26  GULLIVER RD ,NO,NA,NA,YES,FREE,05,DOUBLE PANE,1963,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62542,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,LANEWAY,ORIGINAL,1954,HOT WATER,NO,YES,NO,NO,YES,8:00 AM - 11:00 PM,BASEMENT,NO,0,11,0,4,YES,NO,"Ground Level Garage , Surface Parking",M6L,NA,YES,NA,PRIVATE,LANEWAY,4154307,NO,YES,NO,2423  KEELE ST ,NO,NA,NA,NA,UNAVAILABLE,05,DOUBLE PANE,1954,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62543,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,40,"SEP 1, 2017",NA,NA,NA,"PHOTOSENSOR, CABLES",REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2008,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,BASEMENT,YES,0,0,1,6,NO,YES,"Ground Level Garage , Surface Parking",M3C,NA,YES,COMPTEN MANAGEMENT INC,PRIVATE,NA,4154788,NO,YES,NO,6  THE DONWAY  E,YES,YES,1950,YES,FREE,16,DOUBLE PANE,1950,2013,2017,NA,NA,NA,NA,NA,NA,NA,NA
62544,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,77,"APR 30, 2014",NA,NA,NA,NA,REPLACED,NA,NO,Green Bin / Organics,YES,NO,SCREENED ENCLOSURE,REPLACED,2005,HOT WATER,NO,YES,NO,NO,YES,24 HRS,BASEMENT,YES,0,0,1,16,YES,YES,Surface Parking,M3C,NA,YES,MONTEREY PARK INC.,PRIVATE,SCREENED ENCLOSURE,4154798,NO,YES,NO,1002  LAWRENCE AVE E,NO,NA,NA,YES,PAID,16,DOUBLE PANE,1954,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
62545,NONE,NA,YES,YES,YES,YES,NO,Not Available,25,298,"AUG 5, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,NA,ORIGINAL,1970,HOT WATER,YES,YES,NO,YES,YES,24 HRS,BASEMENT,YES,0,0,4,20,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3A,NA,YES,NA,PRIVATE,NA,4154804,NO,NO,NO,150  GRAYDON HALL DR ,YES,YES,1970,YES,FREE,16,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62546,NONE,NA,YES,YES,YES,YES,YES,0 indoor parking spots and 10 outdoor parking spots,17,300,"AUG 11, 2017",NA,NA,NA,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,GROUND FLOOR AT REAR,REPLACED,2012,HOT WATER,NO,YES,NO,YES,YES,24 HR ,BASEMENT,YES,0,2,3,36,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M2J,NA,YES,NA,PRIVATE,GROUND FLOOR AT REAR,4154814,NO,YES,NO,25  PARKWAY FOREST DR ,YES,YES,1972,YES,FREE,17,DOUBLE PANE,1972,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62547,NONE,NA,YES,YES,YES,YES,YES,Not Available,10,56,"JUN 15, 2017",NA,NA,NA,NA,ORIGINAL,NA,YES,Green Bin / Organics,YES,YES,OUTSIDE,ORIGINAL,1970,HOT WATER,YES,YES,NO,NO,YES,8 AM TO 10 PM,MAIN FLOOR,YES,55,68,2,8,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9A,CONTROLLED AND CLEANED AFTER,YES,NA,PRIVATE,OUTSIDE,4155299,NO,NO,NO,4875  DUNDAS ST W,YES,YES,1970,YES,FREE,03,DOUBLE PANE,1968,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62548,NONE,"Indoor recreation room , Outdoor rec facilities , Child play area",YES,YES,YES,YES,YES,Not Available,13,128,"APR 4, 2017",NEARBY PARK,NA,NA,FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1979,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,1,5,2,15,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9A,NA,YES,NA,TCHC,REAR OF BUILDING,4155304,NO,NO,NO,49  MABELLE AVE ,YES,YES,1979,YES,BOTH,03,DOUBLE PANE,1979,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
62549,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,26,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,SIDE OF BUILDING,ORIGINAL,1962,HOT WATER,NO,YES,NO,NO,YES,"24 HOURS, 7 DAYS A WEEK",MAIN FLOOR,YES,0,0,0,4,NO,YES,"Ground Level Garage , Surface Parking",M9A,NA,YES,ORCHARD APARTMENTS (307) INC,PRIVATE,SIDE OF BUILDING,4155310,NO,YES,NO,307  THE KINGSWAY  ,YES,YES,1962,NA,UNAVAILABLE,02,DOUBLE PANE,1962,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62550,NONE,NA,YES,YES,YES,NO,NO,10 indoor parking spots and 10 outdoor parking spots,4,34,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,EAST SIDE OF BUILDING,REPLACED,2014,HOT WATER,NO,NO,NO,NO,YES,9 AM - 10 PM,LOWER LEVEL,NO,0,0,0,4,NO,YES,"Ground Level Garage , Surface Parking",M9A,NA,NO,NA,PRIVATE,EAST SIDE OF BUILDING,4155311,NO,YES,NO,309  THE KINGSWAY  ,NO,NA,NA,NA,PAID,02,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62551,NONE,NA,YES,YES,YES,NO,NO,0 indoor parking spots and 5 outdoor parking spots,4,25,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,WEST SIDE - OUTDOORS,REPLACED,1996,HOT WATER,NO,YES,NO,NO,YES,7 A.M. - 10 P.M.,BASEMENT,NO,NA,20,0,4,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9A,NA,NO,FINE REALTY LTD,PRIVATE,NA,4155319,NO,YES,NO,20  ANGLESEY BLVD ,NO,NA,NA,NA,UNAVAILABLE,02,DOUBLE PANE,1953,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
